name,review,rating
"Munchkin Shampoo Rinser, Colors May Vary",The flexible material allows the mouth of the mug to mold around my son's head allowing the water to flow away from his face! It is light weight and durable. We love it!,5
"Frenchie Mini Couture Tuxedo Bib with 3D Applique, Black","Once you get this bib all you need is a monocle and a nice pipe and you could be the star of the baby celebration ball for something baby related.  I bought it as a gift, I hope the refined taste is appreciated.",5
Munchkin See Baby Backseat Mirror,"it was really hard to find a mirror that worked well for the captain's chairs in my minivan, but this was the solution!  It's hard to tell in the pictures, but this mirror is basically made up of two parts- the base, which has two easily adjustable straps and clips to wrap around the headrest, one over the top/bottom and the other on the sides.  Then this base has the mirror on a stiff swivel that can be adjusted in a LARGE range of angles.  Very much worth the money, especially if you are using captains chairs in a minivan!  Oh, and this mirror doesn't distort the way others do, it's a very clear view of your baby!",5
"BABYBJORN Baby Carrier Miracle, Black/Silver, Cotton Mix","Easy to use for both parents, easy to clean, easy to adjustable.We can dress baby with hot clothes without he is oppressed.",5
Bumgenius Freetime Cloth Diapers 6 Pack Mixed Colors Snaps,"These are some of the best cloth diapers I have tried. They are absorbable and light, and get more absorbable as you wash them. I have a long, thinner baby and they fit him very well. Really nice quality product. The absorbable material on the inside is made thicker with these flaps - look at some pics fo see what I mean - but these are crucial for drying in the sun or dryer in the same amount of time as other clothes. Othe brands of diapers need additional dry time, which is a huge pain. The only thing I would change is to make it tagless! I hate tags and cut them off. But super diaper, worth every penny.",5
Traveling Toddler Car Seat Travel Accessory,"We needed to transport 2 suitcases, a diaper bag, camera case, a stroller, 2 car seats, a 3 year old, and a 9 month old to/from airplane/car and with only 2 adults, I wasn't sure how we'd manage it.  I saw this and thought it would be perfect to strap one of the car seats onto the larger suitcase and have the 3 year old ride in it.  I read the reviews and saw someone said they just used a strap and got some other piece from the hardware store and did it themselves.  Being frugal, I figured I could do the same thing but couldn't quite envision what the other person was doing.  We ended up using a cargo strap and it worked out great!  My son loved riding in his seat through the airport and we managed to get everything to/from airplane/cars without an issue.I gave it 2 stars just for the idea.",2
Fisher-Price Luv U Zoo Snuggle Cub Soother Mobile,I bought this as a gift for my best friends new grandson. We both  really liked it. The quality was excellent.,5
Britax Back Seat Mirror,"I really like this mirror as it is in a swivel and allows for more positioning than a traditional mirror, but it does move easily if bumped.",4
"Skip Hop Zoo Pack Little Kid Backpack, Dog","This is the perfect size for my (98% tall) 2 1/2 year old. We have to watch the weight, but it stays on her shoulders well, and as she grows she'll be able to carry more. She can open the zippers easily and get things in and out by herself. It fits a coloring book and a surprising amount of stuff! I can see her using this for a number of years. Would definitely recommend!",5
"Tadpoles Damask Set of 2 Tab Top Curtain Panels, Black/White","I like these curtains, I do not have them in a nursery, they are in my kitchen... they match my kitchen towels and dish drying mats.",5
"Athena Nadia 3 in 1 Crib with Toddler Rail, Cherry","We've had this for almost 3 years and have just re-assembled it for our second child. It has held up so well with our very active daughter. I've looked at and felt many different cribs and not found any in this price range that feel nearly as sturdy. Most seem to have thinner slats that feel plasticy and shake and wobble a lot. This is all wood and does not have that cheap, wobbly feel.",5
BuggyBagg Shopping Cart Cover - Single Pattern: Jungle,"I did a lot of research before I bought this product, reading reviews and such.  This cart cover is fantastic!  It has everything and well worth the price.  I love that I can just throw my wallet and keys in the zipper pocket and go.  I don't have to lug a purse or diaper bag.The BEST thing about this product is that it can be placed in the cart and removed all with one hand.  When you have a child in one arm that is essential.  The other cart covers with elastic all the way around require two hands.There are loops for connecting toys, places to hold snacks and a drink.  The thing I use the least is the pillow.  I used it all the time when she was an infant and I would lay her down in the cart.  Also used it to prop her up when she was first learning to sit up.  Otherwise, I don't use it anymore.My daughter is now 16 months and I still use it several times a week.  I also use it in restaurant highchairs, but it makes a tight fit.I would definitely recommend this product.  This is one of those MUST HAVE items that mom's pass on to each other.",5
